company_id,industry
6461553,financial services
33454032,hospitals and health care
1512210,software development
242227,financial services
6408,law enforcement
101573,medical equipment manufacturing
6465593,research services
542417,staffing and recruiting
25061735,oil and gas
749957,financial services
87222688,staffing and recruiting
699480,primary and secondary education
164175,medical equipment manufacturing
3829683,staffing and recruiting
1903591,construction
82791,"transportation, logistics, supply chain and storage"
40891438,real estate
69929,staffing and recruiting
89178311,hospitals and health care
313622,advertising services
10008411,gambling facilities and casinos
333785,staffing and recruiting
8188,staffing and recruiting
3720974,medical practices
28174530,wholesale building materials
5310514,staffing and recruiting
18518094,accounting
77612023,staffing and recruiting
31407640,civic and social organizations
79490181,advertising services
316247,it services and it consulting
10469927,government administration
90666319,it services and it consulting
10423855,retail apparel and fashion
529068,it services and it consulting
103405352,machinery manufacturing
2209853,biotechnology research
10827700,law practice
10137,biotechnology research
163072,government administration
2682538,primary and secondary education
1299267,it services and it consulting
69237018,software development
3269327,consumer services
8381118,primary and secondary education
1603624,semiconductor manufacturing
99338630,software development
87772083,translation and localization
4779632,construction
2461574,medical equipment manufacturing
7572649,financial services
469351,financial services
82537236,higher education
1275357,government administration
11709296,personal care product manufacturing
26121,primary and secondary education
78333018,legal services
163359,it services and it consulting
19473308,staffing and recruiting
15935,government relations services
4219,government administration
3075405,software development
59682751,banking
52521,primary and secondary education
4984057,software development
984169,hospitals and health care
614870,staffing and recruiting
222708,retail
15769063,law practice
16231287,retail luxury goods and jewelry
88973486,it services and it consulting
4026614,machinery manufacturing
8112658,medical practices
45031,it services and it consulting
520885,online audio and video media
267294,medical equipment manufacturing
10037458,software development
5392,insurance
5004550,human resources services
318949,biotechnology research
9432446,staffing and recruiting
68502782,mental health care
10257,motor vehicle manufacturing
3544817,hospitality
90450079,hospitality
102135749,financial services
103472979,defense and space manufacturing
77728457,mental health care
3615984,it services and it consulting
53224713,restaurants
100304200,entertainment providers
1059690,wholesale
5354841,"appliances, electrical, and electronics manufacturing"
60915326,hospitality
9313339,insurance
34202512,manufacturing
